MOVIE_NUM,movie_title,ott_release_month,title_key_norm,metadata_source,metadata_quality,use_for_content_features,source_wavve_flag,source_kobis_flag,source_movie5171_flag,used_movie5171_auxiliary_flag,primary_metadata_covered_flag,metadata_covered_flag,wavve_match_count,kobis_match_count,movie5171_match_count,wavve_movieids,kobis_movie_codes,movie5171_titles,wavve_titles,kobis_titles,kobis_titles_en,kobis_type_names,kobis_selected_movie_code,kobis_selected_title,kobis_selected_title_en,kobis_selected_type,kobis_selected_directors,kobis_selected_actors,title_year_hint,kobis_title_similarity,kobis_year_diff_min,kobis_year_match_flag,kobis_low_confidence_reasons,wavve_genre_raw,kobis_genre_raw,kobis_selected_genre_raw,movie5171_genre_raw,unified_genres,wavve_tags_raw,wavve_country_raw,kobis_country_raw,kobis_selected_country_raw,movie5171_country_raw,unified_countries,wavve_age_rating_norm,kobis_age_rating_norm,kobis_selected_age_rating_norm,unified_age_rating,wavve_runtime_min,kobis_runtime_min,kobis_selected_runtime_min,movie5171_runtime_min,unified_runtime_min,wavve_release_year,kobis_release_year,kobis_open_year,kobis_selected_release_year,kobis_selected_open_year,unified_release_year,is_kids_animation,is_family_content,is_adult_content,is_korean_content,is_us_content,is_japanese_content,is_recent_content,is_old_content,is_long_movie,is_short_content
75,신과함께:인과연[가치봄],202009,신과함께인과연가치봄,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
76,엘리자베스(1998),201506,엘리자베스(1998),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CG01_NU0000011406,,엘리자베스(1998),엘리자베스,,,,,,,,,,1998,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|역사,드라마,드라마,영국,,,영국|미국,영국,청불,,,청불,123.6,,,123.0,123.6,1999,,,,,1999,0,0,1,0,0,0,0,1,1,0
77,아메리칸허슬,201611,아메리칸허슬,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CL01_JY0000012906,,아메리칸허슬,아메리칸 허슬,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,범죄|드라마,,,드라마|범죄,드라마|스릴러/범죄,범죄|드라마,중국|미국,,,미국,중국|미국,청불,,,청불,138.2,,,138.0,138.2,2014,,,,,2014,0,0,1,0,1,0,0,0,1,0
78,해피니스네버컴즈얼론,201701,해피니스네버컴즈얼론,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
79,임을위한행진곡,201805,임을위한행진곡,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
80,카페뤼미에르,202003,카페뤼미에르,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
81,크래프트:레거시,202011,크래프트레거시,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
82,익스토션,201807,익스토션,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
83,더해칭,201703,더해칭,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
84,애프터라이프,202009,애프터라이프,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20100808,애프터라이프,,애프터 라이프,After.Life,장편,20100808,애프터 라이프,After.Life,장편,아그네츠카 보토위츠 보슬루,크리스티나 리치|리암 니슨|저스틴 롱,,1.0000,,,,,드라마|미스터리|스릴러,드라마|미스터리|스릴러,코미디|드라마,드라마|스릴러/범죄,,,미국,미국,영국,미국,,15세,15세,15세,,103.0,103.0,28.0,103.0,,2009,2010,2009,2010,2009,0,0,0,0,1,0,0,1,0,0
85,펠로니,201612,펠로니,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
86,"동거,동락",201805,동거동락,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_SB01_SB0000000036,,"동거,동락",동거 동락,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,로맨스|드라마,,,드라마|로맨스,드라마|로맨스,로맨스|드라마,대한민국,,,대한민국,한국,청불,,,청불,102.8,,,101.0,102.8,2008,,,,,2008,0,0,1,1,0,0,0,1,0,0
87,사랑에빠진여자,201703,사랑에빠진여자,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,사랑에빠진여자,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,드라마|유럽에서 제작,드라마|기타,,,,,스웨덴|폴란드,스웨덴|폴란드,,,,,,,,104.0,104.0,,,,,,,0,0,0,0,0,0,0,0,0,0
88,열외인간,202004,열외인간,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
89,터뷸런스2,201303,터뷸런스2,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
90,기억속에퍼즐,201401,기억속에퍼즐,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20147487,기억속에퍼즐,,기억속에 퍼즐,ASHES,장편,20147487,기억속에 퍼즐,ASHES,장편,매트 화이트크로스,짐 스터게스|루크 에반스,,1.0000,,,,,스릴러,스릴러,다큐멘터리,스릴러/범죄,,,영국,영국,,영국,,15세,15세,15세,,100.0,100.0,85.0,100.0,,2012,2014,2012,2014,2012,0,0,0,0,0,0,0,0,0,0
91,사랑이눈뜰때,202009,사랑이눈뜰때,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EM01_EM000000052,,사랑이눈뜰때,사랑이 눈뜰 때,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|로맨스|스릴러|범죄|유럽에서 제작,드라마,드라마,미국,,,미국,미국,12세,,,12세,105.7,,,105.0,105.7,2020,,,,,2020,0,1,0,0,1,0,1,0,0,0
92,비디오를보는남자(2002),201809,비디오를보는남자(2002),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2002,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
93,데드돈다이,201908,데드돈다이,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CG01_NU0000011638,,데드돈다이,데드 돈 다이,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,공포|SF|판타지|코미디,,,코미디|공포|SF|범죄|액션|드라마|스릴러|판타지,코미디|SF/판타지|공포,공포|판타지|코미디,일본|스웨덴|미국,,,스웨덴|일본|미국,일본|스웨덴|미국,15세,,,15세,105.0,,,103.0,105.0,2019,,,,,2019,0,0,0,0,1,1,1,0,0,0
94,상흔,201901,상흔,kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20241489,상흔,,상흔,Scar,단편,20241489,상흔,Scar,단편,,,,1.0000,,,missing_age_rating,,애니메이션,애니메이션,다큐멘터리,애니메이션/키즈,,,한국,한국,,한국,,,,,,5.0,5.0,85.0,5.0,,1984,,1984,,1984,1,1,0,1,0,0,0,1,0,1
95,살인게임(2015),202003,살인게임(2015),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2015,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
96,마스터(2016)[가치봄],202011,마스터(2016)가치봄,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2016,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
97,백투더퓨쳐3,201506,백투더퓨쳐3,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,백투더퓨쳐3,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,액션|코미디|SF|서부,액션|코미디|SF/판타지|기타,,,,,미국,미국,,,,,,,,118.0,118.0,,,,,,,0,0,0,0,1,0,0,0,0,0
98,고스트브라이드,201611,고스트브라이드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
99,북두의신,202102,북두의신,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CV01_KE0000013239,,북두의신,북두의 신,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|액션|모험,,,다큐멘터리,드라마|액션|모험/어드벤처,드라마|액션|모험,중국,,,,중국,12세,,,12세,71.2,,,85.0,71.2,2019,,,,,2019,0,1,0,0,0,0,1,0,0,0
100,사랑과음악사이,201605,사랑과음악사이,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
102,블러드하운드,202012,블러드하운드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
103,취화선(2002),202011,취화선(2002),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_EN01_EN000000327,,취화선(2002),취화선,,,,,,,,,,2002,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마,,,드라마|역사,드라마,드라마,대한민국,,,대한민국,한국,청불,,,청불,120.0,,,120.0,120.0,2002,,,,,2002,0,0,1,1,0,0,0,1,1,0
104,U311,202012,u311,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CV01_KE0000012231,,U311,U311,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|전쟁|재난,,,전쟁|액션|드라마|역사,드라마|전쟁/재난,드라마|전쟁,우크라이나,,,우크라이나,우크라이나,15세,,,15세,94.1,,,102.0,94.1,2019,,,,,2019,0,0,0,0,0,0,1,0,0,0
105,미드나잇선(2018),201807,미드나잇선(2018),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000149875,,미드나잇선(2018),미드나잇 선,,,,,,,,,,2018,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,드라마|로맨스,,,로맨스|드라마|유럽에서 제작,드라마|로맨스,드라마|로맨스,미국,,,미국,미국,12세,,,12세,91.6,,,92.0,91.6,2018,,,,,2018,0,1,0,0,1,0,1,0,0,0
106,방가자,201802,방가자,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
107,레스토레이션:저주의시작,201701,레스토레이션저주의시작,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
108,풍경,201312,풍경,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
109,스캐너다클리,201505,스캐너다클리,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
110,스트립댄서:음란살인사건,201912,스트립댄서음란살인사건,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
111,파라노말하우스,201809,파라노말하우스,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
112,스파이더,202012,스파이더,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
113,추하고더럽고미천한,201711,추하고더럽고미천한,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
114,레고배트맨:더무비(2013),201504,레고배트맨더무비(2013),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CD01_WR0000011286,,레고배트맨:더무비(2013),레고 배트맨: 더 무비,,,,,,,,,,2013,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,모험|애니메이션,,,가족|애니메이션|액션|코미디|SF,모험/어드벤처|애니메이션/키즈,모험|애니메이션,미국,,,미국,미국,전체,,,전체,70.7,,,71.0,70.7,2013,,,,,2013,1,1,0,0,1,0,0,0,0,0
115,퍼니게임(1997),202003,퍼니게임(1997),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1997,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
116,미니언즈,201701,미니언즈,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CG01_NU0000011149|MV_CG01_NU0000011147,,미니언즈,(더빙) 미니언즈|(자막) 미니언즈,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,코미디|애니메이션,,,가족|애니메이션|액션|코미디|범죄|SF,코미디|애니메이션/키즈,코미디|애니메이션,미국,,,미국,미국,전체,,,전체,90.9,,,91.0,90.9,2015,,,,,2015,1,1,0,0,1,0,0,0,0,0
117,누구나제명에죽고싶다,202003,누구나제명에죽고싶다,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
118,사선의끝,201911,사선의끝,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
119,월드워:좀비의공습,201612,월드워좀비의공습,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
120,로그시티,202102,로그시티,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_AY01_AY000000348,,로그시티,로그시티,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,범죄|드라마|액션,,,스릴러,드라마|액션|스릴러/범죄,범죄|드라마|액션,프랑스,,,프랑스,프랑스,청불,,,청불,115.3,,,116.0,115.3,2021,,,,,2021,0,0,1,0,0,0,1,0,0,0
121,블러드샷,202005,블러드샷,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CF01_SY0000011620,,블러드샷,블러드 샷,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,드라마|액션|SF|판타지,,,액션|SF,드라마|액션|SF/판타지,드라마|액션|SF|판타지,미국,,,미국|China,미국,15세,,,15세,109.4,,,109.0,109.4,2020,,,,,2020,0,0,0,0,1,0,1,0,0,0
122,그럼에도불구하고,201712,그럼에도불구하고,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
123,겟아웃얼라이브,202008,겟아웃얼라이브,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
124,폐쇄병동,201812,폐쇄병동,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
125,혼:공포의시작,202002,혼공포의시작,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_LX01_LX0000000449,,혼:공포의시작,혼: 공포의 시작,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,공포,,,공포,공포,공포,대한민국,,,대한민국,한국,12세,,,12세,80.4,,,80.0,80.4,2020,,,,,2020,0,1,0,1,0,0,1,0,0,0
126,엘라의계곡(2007),202010,엘라의계곡(2007),missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2007,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
127,매드헌터,202012,매드헌터,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
128,"지금,만나러갑니다",201304,지금만나러갑니다,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,2.0,,1.0,MV_CI01_LE0000011263|MV_CX01_CX0000011190,,"지금,만나러갑니다",지금 만나러 갑니다 (2018)|지금 만나러 갑니다 (2004),,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,로맨스|드라마|SF|판타지,,,로맨스|드라마|판타지,드라마|로맨스|SF/판타지,로맨스|드라마|판타지,대한민국|일본,,,일본,한국|일본,12세,,,12세,125.6,,,119.0,125.6,2012,,,,,2012,0,1,0,1,0,1,0,0,1,0
129,더로드(2009),202002,더로드(2009),wavve+movie5171,A_wavve,1,1,0,1,0,1,1,3.0,,1.0,MV_CL01_JY0000011117|MV_CX01_CX0000011394|MV_CL01_JY0000012391,,더로드(2009),더 로드 (2009)|더 로드 (2004)|더 로드 (2017),,,,,,,,,,2009,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,스릴러|모험|드라마|공포|로맨스,,,공포|SF,드라마|스릴러/범죄|로맨스|모험/어드벤처|공포,스릴러|모험|드라마|공포|로맨스,미국|프랑스|멕시코,,,영국,미국|프랑스|멕시코,15세|12세,,,15세|12세,93.9,,,96.0,93.9,2010,,,,,2010,0,0,0,0,1,0,0,1,0,0
130,어쌔신:더비기닝,201712,어쌔신더비기닝,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CK01_TCO000013120,,어쌔신:더비기닝,어쌔신: 더 비기닝,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,액션|스릴러,,,스릴러|액션,액션|스릴러/범죄,액션|스릴러,홍콩|미국,,,홍콩|미국,홍콩|미국,15세,,,15세,111.9,,,112.0,111.9,2017,,,,,2017,0,0,0,0,1,0,0,0,0,0
131,그사람추기경(2013),202009,그사람추기경(2013),kobis+movie5171,B_or_C_kobis_unchecked,1,0,1,1,0,1,1,,1.0,1.0,,20136928,그사람추기경(2013),,그 사람 추기경,The Cardinal,장편,20136928,그 사람 추기경,The Cardinal,장편,전성우,김수환|김영균|우기홍,2013,1.0000,1,1,,,다큐멘터리,다큐멘터리,다큐멘터리,다큐/교양,,,한국,한국,,한국,,전체,전체,전체,,121.0,121.0,85.0,121.0,,2014,2014,2014,2014,2014,0,1,0,1,0,0,0,0,1,0
132,스페이스워,201702,스페이스워,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
133,1987,201802,1987,movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,1987,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,드라마|스릴러|역사,드라마|스릴러/범죄|기타,,,,,대한민국,한국,,,,,,,,129.0,129.0,,,,,,,0,0,0,1,0,0,0,0,1,0
134,화장실어디에요?,201606,화장실어디에요,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
135,에일리언어브덕션(2014),201804,에일리언어브덕션(2014),movie5171,M_movie5171_auxiliary_fallback,1,0,0,1,1,0,1,,,1.0,,,에일리언어브덕션(2014),,,,,,,,,,,2014,,,0,low_title_similarity|year_hint_mismatch|missing_genre|missing_country|missing_age_rating,,,,다큐멘터리,다큐/교양,,,,,,,,,,,,,,85.0,85.0,,,,,,,0,0,0,0,0,0,0,0,0,0
136,여고생,201812,여고생,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
137,아야의밤엔사랑이필요해,201408,아야의밤엔사랑이필요해,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
138,택시:더맥시멈,201603,택시더맥시멈,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CH01_FX0000011243,,택시:더맥시멈,택시: 더 맥시멈,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,범죄|코미디|액션,,,코미디|스릴러|범죄|액션|유럽에서 제작,액션|스릴러/범죄|코미디,범죄|코미디|액션,미국,,,프랑스|미국,미국,12세,,,12세,97.2,,,97.0,97.2,2004,,,,,2004,0,1,0,0,1,0,0,1,0,0
139,스파이브릿지,201602,스파이브릿지,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_CH01_FX0000011412,,스파이브릿지,스파이 브릿지,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러|드라마,,,드라마|스릴러|역사|전쟁,드라마|스릴러/범죄,스릴러|드라마,미국,,,독일|미국,미국,12세,,,12세,141.4,,,141.0,141.4,2015,,,,,2015,0,1,0,0,1,0,0,0,1,0
140,셜록홈즈_녹색옷의여인,201301,셜록홈즈녹색옷의여인,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
141,액슬,201811,액슬,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000134271,,액슬,독전: 비밀의숲,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,스릴러,,,SF|액션|가족|스릴러|드라마|스포츠,스릴러/범죄,스릴러,미국,,,미국,미국,15세,,,15세,84.6,,,98.0,84.6,2018,,,,,2018,0,0,0,0,1,0,1,0,0,0
142,바시티블러드,201806,바시티블러드,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
143,윈터스테일,201610,윈터스테일,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
144,그것만이내세상[가치봄],202009,그것만이내세상가치봄,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
145,시클루젼:죽음의캠프,201612,시클루젼죽음의캠프,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
146,뜨는뉴욕브루클린,201704,뜨는뉴욕브루클린,missing,E_missing,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
147,아이.티.,202003,아이티,wavve+movie5171,A_wavve,1,1,0,1,0,1,1,1.0,,1.0,MV_C901_SG0000163273,,아이.티.,아이엠 티라노,,,,,,,,,,,,,,low_title_similarity|missing_genre|missing_country|missing_age_rating,애니메이션,,,Reality TV|액션|스포츠,애니메이션/키즈,애니메이션,중국,,,대한민국,중국,전체,,,전체,77.0,,,83.0,77.0,2024,,,,,2024,1,1,0,0,0,0,1,0,0,0
