membership_row_id,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,risk_band,hierarchical_segment,hierarchical_rank,seg_top_decile_high_churn_risk,seg_low_or_no_early_engagement,seg_late_heavy_week3_intensive,seg_delayed_start,seg_early_routine_stable,seg_week2_surge_users,seg_genre_affinity_thriller_crime,seg_genre_affinity_animation_family,seg_genre_affinity_drama,seg_genre_affinity_action_adventure,seg_high_price_or_promotion_sensitive
194,Y,1,0.9597639896413986,0.04023601035860136,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,0,0,1
195,Y,1,0.7015831415182034,0.29841685848179655,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
196,Y,1,0.9099164366249951,0.0900835633750049,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,1,1
197,N,0,0.5170143769854386,0.4829856230145614,risk_10_30,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
198,Y,1,0.8767515354922759,0.12324846450772409,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
199,Y,1,0.8427400451839919,0.15725995481600807,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,1,0,1
200,N,0,0.49497628849096853,0.5050237115090315,risk_10_30,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,0,1,1
201,N,0,0.7150496924353572,0.2849503075646428,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
202,Y,1,0.9698815898461141,0.030118410153885944,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,1,1
203,Y,1,0.7663887985593236,0.23361120144067637,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
204,Y,1,0.7461809380361094,0.2538190619638906,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
205,Y,1,0.9530772630942608,0.046922736905739226,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,0
206,Y,1,0.7758953060607154,0.22410469393928456,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
207,Y,1,0.48085631370561416,0.5191436862943859,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
208,Y,1,0.7781795838798716,0.22182041612012837,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,1
209,Y,1,0.9788874650814727,0.02111253491852727,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,1,1
210,Y,1,0.8638670759016496,0.13613292409835043,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,1
211,Y,1,0.9328990898385079,0.06710091016149211,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,0,0,1
212,Y,1,0.9807320518148227,0.019267948185177297,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,1,0,1
213,Y,1,0.5999849276125672,0.40001507238743284,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
214,Y,1,0.9704067831217298,0.029593216878270212,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
215,Y,1,0.9654191033909344,0.0345808966090656,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,0,0,1,0,0,1
216,Y,1,0.9417079780544596,0.058292021945540395,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,0,0
217,N,0,0.17348477419631894,0.8265152258036811,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
218,Y,1,0.7282133294631493,0.2717866705368507,risk_30_60,general_other,12,0,0,0,0,0,0,0,0,0,0,0
219,Y,1,0.7027308959235752,0.2972691040764248,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
220,Y,1,0.98230860223997,0.017691397760030037,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,0
221,Y,1,0.9862826890104776,0.013717310989522447,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
222,N,0,0.20353874298017252,0.7964612570198275,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
223,N,0,0.28868262489481433,0.7113173751051857,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,0
224,N,0,0.4997101055823317,0.5002898944176684,risk_10_30,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
225,N,0,0.1464331741751728,0.8535668258248272,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,1
226,Y,1,0.9386086773377808,0.06139132266221925,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
227,Y,1,0.5651322027419271,0.4348677972580729,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
228,Y,1,0.8702815895280561,0.12971841047194388,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
229,Y,1,0.9655802211358717,0.03441977886412828,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,0,1
230,Y,1,0.9477258661052602,0.05227413389473978,bottom_40_lowest_risk,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,0
231,Y,1,0.9260122884916744,0.07398771150832562,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,1,0,0,1,0,1
232,Y,1,0.959473520919963,0.04052647908003704,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,1,0,0,1
233,Y,1,0.4793175469732483,0.5206824530267518,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
234,Y,1,0.9538635630482318,0.04613643695176817,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
235,Y,1,0.5656815960795437,0.4343184039204563,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,1,0,1,0
236,Y,1,0.7150496924353572,0.2849503075646428,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
237,N,0,0.2685584544366481,0.7314415455633518,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
238,Y,1,0.8142912353304137,0.1857087646695863,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,1,0,1,0,1,1
239,Y,1,0.6084286766278697,0.3915713233721303,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,1,0,1
240,Y,1,0.9484044168602057,0.05159558313979429,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
241,Y,1,0.8309092966454629,0.16909070335453713,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,1,1
242,Y,1,0.9700138766567448,0.029986123343255233,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,1
243,Y,1,0.7278462428566049,0.27215375714339507,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
244,Y,1,0.8940825439612176,0.10591745603878244,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
245,N,0,0.16700767670057876,0.8329923232994212,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,1
246,Y,1,0.9348650097885294,0.06513499021147062,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,0,0,1
247,Y,1,0.7406848127397863,0.25931518726021374,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,1,0
248,Y,1,0.9551364109117043,0.044863589088295686,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
249,Y,1,0.9706698924593183,0.02933010754068166,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,0,1
250,Y,1,0.5734428013764044,0.42655719862359565,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
251,Y,1,0.9114483608023051,0.08855163919769493,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,1,0,0,0,1,1
252,N,0,0.7656661677673148,0.23433383223268522,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,1,1
253,N,0,0.640842839699365,0.35915716030063505,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,1,0
254,N,0,0.2219350904732318,0.7780649095267682,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
255,N,0,0.2568320847124226,0.7431679152875774,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,0,0,1
256,N,0,0.3950960826013483,0.6049039173986517,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
257,Y,1,0.490810379658613,0.509189620341387,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
258,Y,1,0.8525741486775793,0.1474258513224207,risk_30_60,week2_surge_users,11,0,0,0,0,0,1,0,0,0,0,0
259,Y,1,0.9753920048936146,0.02460799510638545,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,1,0,1,1
260,Y,1,0.9456335167154856,0.05436648328451443,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,1,0,1
261,Y,1,0.9760224651219119,0.02397753487808807,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,1,1
262,Y,1,0.760151821521051,0.23984817847894901,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
263,Y,1,0.7282407154620013,0.2717592845379987,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
264,Y,1,0.9443283687609028,0.05567163123909724,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
265,N,0,0.6824444172178658,0.31755558278213425,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
266,Y,1,0.7732139337134033,0.2267860662865967,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,0,1
267,Y,1,0.6819385712237616,0.31806142877623844,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,0,0,1
268,Y,1,0.9028034121552642,0.09719658784473584,bottom_40_lowest_risk,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,1
269,Y,1,0.9399758179629378,0.06002418203706217,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
270,Y,1,0.9257236937153098,0.07427630628469017,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,1,0
271,Y,1,0.9240415491737526,0.07595845082624741,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,1,1,0
272,Y,1,0.39864772309363106,0.6013522769063689,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
273,Y,1,0.9891742654144101,0.010825734585589886,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,0,1
274,Y,1,0.8010563364797761,0.19894366352022386,risk_30_60,delayed_start,4,0,0,0,1,0,1,0,0,0,1,0
275,N,0,0.2080919374161861,0.791908062583814,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,1
276,N,0,0.23711634056809433,0.7628836594319057,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,0,0,0,0,0,0,0
277,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
278,Y,1,0.9294933786602986,0.07050662133970143,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
279,Y,1,0.2674642697703902,0.7325357302296098,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,0,1
280,Y,1,0.4287584132775618,0.5712415867224382,risk_10_30,early_routine_stable,9,0,0,0,0,1,0,0,0,0,0,0
281,Y,1,0.9832215771651308,0.01677842283486919,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
282,Y,1,0.7875856688629403,0.21241433113705965,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,1,0
283,N,0,0.6736378263784923,0.32636217362150766,risk_30_60,delayed_start,4,0,0,0,1,0,0,1,0,1,0,1
284,N,0,0.5291579956086442,0.4708420043913558,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,1,1,0,0,1
285,Y,1,0.9393064952627287,0.06069350473727131,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,0,0,1
286,Y,1,0.5976302281983872,0.4023697718016128,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,0
287,Y,1,0.7278462428566049,0.27215375714339507,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
288,Y,1,0.21401627788039496,0.7859837221196051,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,0,0,1,1
289,N,0,0.6570948636284504,0.3429051363715496,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
290,Y,1,0.9645202711647286,0.035479728835271396,bottom_40_lowest_risk,genre_affinity_animation_family,6,0,0,0,0,0,1,0,1,0,1,1
291,N,0,0.47060217290901507,0.5293978270909849,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
292,N,0,0.22376473307271857,0.7762352669272814,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,1,0
293,N,0,0.5118368412241798,0.48816315877582017,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
294,Y,1,0.9567464285168047,0.04325357148319531,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,1,1,0,1,0,0,0,0,1
295,Y,1,0.9813236062250288,0.01867639377497121,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,1,1,1,1
296,N,0,0.32600814581157617,0.6739918541884238,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,1,0,0,0,0
297,Y,1,0.9553756399806523,0.044624360019347664,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,0,1
298,Y,1,0.8608951347374914,0.13910486526250865,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,1,1
299,N,0,0.20437064214795456,0.7956293578520455,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,0,0,0,0,0,0,0
300,Y,1,0.9313321691230868,0.0686678308769132,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,1,0,0,0,0,1
301,Y,1,0.47578955636797193,0.5242104436320281,risk_10_30,delayed_start,4,0,0,0,1,0,0,0,0,0,1,1
302,Y,1,0.9559653199945544,0.04403468000544564,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,1
303,Y,1,0.9696340483052861,0.0303659516947139,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,1,0,0,1
304,N,0,0.2937494088386344,0.7062505911613657,risk_10_30,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
305,N,0,0.7230459915657376,0.27695400843426243,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
306,Y,1,0.8415517566844927,0.15844824331550733,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,0,1,1,0,0,1
307,Y,1,0.9724817538431937,0.027518246156806314,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
308,Y,1,0.9108682620696286,0.08913173793037144,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,0,0,0,1,1
309,N,0,0.33842701434050854,0.6615729856594914,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,1,0,1
310,N,0,0.8598971091058771,0.14010289089412287,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
311,N,0,0.4589861118330866,0.5410138881669134,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,0,1,1,0,0,1,1
312,Y,1,0.9642640915235126,0.035735908476487444,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,0,0,1
313,N,0,0.788644237527658,0.211355762472342,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
314,Y,1,0.5627328696904202,0.43726713030957975,risk_10_30,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,1,1
315,Y,1,0.7278462428566049,0.27215375714339507,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
316,Y,1,0.959924483948849,0.040075516051151006,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,1,0,1
317,Y,1,0.813743235630422,0.18625676436957805,risk_30_60,late_heavy_week3_intensive,3,0,0,1,1,0,1,1,0,0,1,1
318,N,0,0.36885209173020134,0.6311479082697986,risk_10_30,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
319,Y,1,0.980327911444325,0.019672088555675038,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,0,1,1
320,Y,1,0.5178576481932791,0.48214235180672094,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,0
321,Y,1,0.8715491641300059,0.12845083586999406,risk_30_60,delayed_start,4,0,0,0,1,0,1,1,0,1,0,1
322,Y,1,0.7352477293271446,0.26475227067285545,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,0,0
323,Y,1,0.705016872294749,0.29498312770525104,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
324,Y,1,0.49801118252808846,0.5019888174719116,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,1,0,1
325,Y,1,0.9639793296133208,0.03602067038667922,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,1,0,0,1
326,Y,1,0.9730033479501707,0.02699665204982926,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,1,0,0,1
327,Y,1,0.9535808859216832,0.04641911407831678,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,0,0,1,0,1
328,N,0,0.8852492504611092,0.11475074953889075,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,0,1
329,Y,1,0.2593722763488198,0.7406277236511802,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,1,0,1
330,Y,1,0.8992007282419937,0.10079927175800629,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
331,Y,1,0.9630278001319827,0.03697219986801725,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,0,0,1,0,1
332,Y,1,0.7546696699951071,0.2453303300048929,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,0,1
333,N,0,0.5603744803042864,0.4396255196957136,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,1,1
334,Y,1,0.9742169036742137,0.025783096325786348,bottom_40_lowest_risk,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
335,Y,1,0.9500186508619186,0.04998134913808139,bottom_40_lowest_risk,delayed_start,4,0,0,0,1,0,1,1,0,1,0,1
336,N,0,0.23129675307941097,0.768703246920589,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,0,1,0,0,0,0,0,1
337,Y,1,0.7150665427398722,0.28493345726012775,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
338,Y,1,0.5383912780035408,0.4616087219964592,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,1,0,0,0,1
339,Y,1,0.9508594056527027,0.04914059434729734,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,1,1,0,1
340,Y,1,0.34152600308862974,0.6584739969113702,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,0,0,1,1
341,Y,1,0.8872185650369082,0.11278143496309179,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,0,1
342,Y,1,0.1563252247345363,0.8436747752654636,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,0,0,1
343,Y,1,0.6277874635552712,0.37221253644472885,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,0,1
344,N,0,0.27567399765259315,0.7243260023474068,top_10_highest_risk,top_decile_high_churn_risk,1,1,1,0,1,0,0,0,1,0,0,1
345,Y,1,0.8163264321582692,0.18367356784173083,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,0,1
346,Y,1,0.9017583439738948,0.09824165602610524,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
347,Y,1,0.9829588716355031,0.017041128364496894,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,0,1,0,1
348,Y,1,0.8510027913412626,0.14899720865873745,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
349,Y,1,0.8198998075042051,0.1801001924957949,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,1,0,0,1
350,N,0,0.2576213544980232,0.7423786455019767,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,1,1,0,0,1
351,Y,1,0.9409904867915683,0.05900951320843173,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,1,0,1
352,Y,1,0.9721842000841183,0.027815799915881678,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,0,0,1,1,1
353,Y,1,0.5125432591837992,0.48745674081620083,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
354,Y,1,0.9844690937720199,0.015530906227980146,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,1,0,0,0,1
355,Y,1,0.765978889334576,0.23402111066542397,risk_30_60,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,1,1,1
356,Y,1,0.8498619521433252,0.15013804785667484,risk_30_60,late_heavy_week3_intensive,3,0,0,1,0,1,0,1,0,0,0,1
357,Y,1,0.7290137793431926,0.27098622065680744,risk_30_60,high_price_or_promotion_sensitive,10,0,0,0,0,0,0,0,0,0,0,1
358,N,0,0.24222468220956372,0.7577753177904363,top_10_highest_risk,top_decile_high_churn_risk,1,1,0,0,0,1,0,0,0,1,1,1
359,Y,1,0.9636660625810528,0.03633393741894719,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,1
360,Y,1,0.9422968907644075,0.05770310923559252,bottom_40_lowest_risk,low_or_no_early_engagement,2,0,1,0,0,0,1,0,0,0,0,1
361,Y,1,0.935731106514427,0.06426889348557296,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
362,Y,1,0.85575079015352,0.14424920984648004,risk_30_60,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,1
363,N,0,0.5024180698118027,0.4975819301881973,risk_10_30,low_or_no_early_engagement,2,0,1,0,0,1,0,0,1,1,0,1
364,N,0,0.9249809398784283,0.07501906012157167,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,1,1,0,1,1,1
365,Y,1,0.7326981034832822,0.26730189651671776,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
366,Y,1,0.5454067847017811,0.45459321529821894,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,0,0,1,1
367,Y,1,0.9349508952295328,0.06504910477046721,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,0,0,0,0
368,N,0,0.42581786500220475,0.5741821349977952,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
369,Y,1,0.987276493109112,0.01272350689088797,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,1,1,1
370,Y,1,0.7683196997498767,0.23168030025012332,risk_30_60,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,0
371,Y,1,0.9626987600446325,0.03730123995536749,bottom_40_lowest_risk,genre_affinity_drama,7,0,0,0,0,0,1,0,0,1,0,1
372,N,0,0.33522315105141626,0.6647768489485837,risk_10_30,genre_affinity_thriller_crime,5,0,0,0,0,1,0,1,1,0,0,1
373,N,0,0.5398082710078913,0.4601917289921087,risk_10_30,genre_affinity_animation_family,6,0,0,0,0,0,0,0,1,0,0,1
374,Y,1,0.7439779777306743,0.2560220222693257,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,0,0,0,1
375,Y,1,0.6430810505519006,0.35691894944809943,risk_30_60,genre_affinity_action_adventure,8,0,0,0,0,1,0,0,0,0,1,1
376,Y,1,0.9711889096804612,0.028811090319538768,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,0,0,0,0,0,1,1
377,N,0,0.6762426208911838,0.3237573791088162,risk_30_60,low_or_no_early_engagement,2,0,1,0,0,0,0,0,1,1,0,1
378,Y,1,0.9811500861920299,0.018849913807970076,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,1,0,0,1
379,Y,1,0.30161527399881766,0.6983847260011824,risk_10_30,low_or_no_early_engagement,2,0,1,0,1,0,0,0,0,0,0,0
380,Y,1,0.4515017476880124,0.5484982523119877,risk_10_30,genre_affinity_drama,7,0,0,0,0,0,0,0,0,1,1,1
381,Y,1,0.7660728516427816,0.2339271483572184,risk_30_60,genre_affinity_animation_family,6,0,0,0,0,1,0,0,1,0,0,1
382,Y,1,0.927813205910598,0.07218679408940198,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,1,0,0,0,1,0
383,Y,1,0.7872045478551429,0.21279545214485707,risk_30_60,genre_affinity_drama,7,0,0,0,0,1,0,0,0,1,0,1
384,Y,1,0.9848328182344948,0.015167181765505244,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,1,0,1,0,1
385,Y,1,0.9212557829732279,0.07874421702677215,bottom_40_lowest_risk,genre_affinity_thriller_crime,5,0,0,0,0,0,0,1,1,0,0,1
386,Y,1,0.9834069551679405,0.016593044832059478,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,1,0,0,0,1,0,0,0
387,Y,1,0.9648204790845751,0.03517952091542487,bottom_40_lowest_risk,late_heavy_week3_intensive,3,0,0,1,0,1,0,0,0,1,0,1
388,Y,1,0.9276246674092021,0.07237533259079787,bottom_40_lowest_risk,genre_affinity_action_adventure,8,0,0,0,0,0,0,0,0,0,1,1
