membership_row_id,w1_4_has_watch_obs,w1_4_no_watch_obs_flag,w1_4_total_watch_time,w1_4_total_sessions,w1_4_unique_contents,w1_4_unique_watch_days,w1_4_avg_watch_time_per_session,w1_4_sessions_per_active_day,w1_4_active_span_days,w1_4_first_watch_rel_day,w1_4_last_watch_rel_day,w1_4_week1_watch_time,w1_4_week2_watch_time,w1_4_week3_watch_time,w1_4_week1_sessions,w1_4_week2_sessions,w1_4_week3_sessions,w1_4_week1_ratio,w1_4_week2_ratio,w1_4_week3_ratio,w1_4_w2_minus_w1_watch_time,w1_4_w3_minus_w1_watch_time,w1_4_max_daily_watch_time,w1_4_max_day_share,w1_4_one_minute_watch_count,w1_4_short_watch_count_le5,w1_4_short_watch_time_le5,w1_4_week4_watch_time,w1_4_week4_sessions,w1_4_week4_ratio,w1_4_w4_minus_w1_watch_time,w1_4_w4_minus_w3_watch_time
124,1,0,7.0,1,1,1,7.0,1.0,1,9,9,0.0,7.0,0.0,0,1,0,0.0,1.0,0.0,7.0,0.0,7.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
125,1,0,973.0,10,7,6,97.3,1.666667,18,1,18,151.0,121.0,701.0,3,1,6,0.15519,0.124358,0.720452,-30.0,550.0,351.0,0.36074,0,1,3.0,0.0,0,0.0,-151.0,-701.0
126,1,0,374.0,4,4,3,93.5,1.333333,11,11,21,0.0,1.0,286.0,0,1,2,0.0,0.002674,0.764706,1.0,286.0,286.0,0.764706,1,1,1.0,87.0,1,0.23262,87.0,-199.0
127,1,0,413.0,7,7,5,59.0,1.4,16,4,19,144.0,1.0,268.0,1,1,5,0.348668,0.002421,0.64891,-143.0,124.0,162.0,0.392252,1,3,7.0,0.0,0,0.0,-144.0,-268.0
128,1,0,326.0,4,3,3,81.5,1.333333,4,16,19,0.0,0.0,326.0,0,0,4,0.0,0.0,1.0,0.0,326.0,174.0,0.533742,0,0,0.0,0.0,0,0.0,0.0,-326.0
129,1,0,16.0,1,1,1,16.0,1.0,1,15,15,0.0,0.0,16.0,0,0,1,0.0,0.0,1.0,0.0,16.0,16.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-16.0
130,1,0,508.0,7,5,5,72.571429,1.4,11,7,17,0.0,245.0,263.0,0,3,4,0.0,0.482283,0.517717,245.0,263.0,137.0,0.269685,1,2,6.0,0.0,0,0.0,0.0,-263.0
131,1,0,143.0,1,1,1,143.0,1.0,1,25,25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,143.0,1.0,0,0,0.0,143.0,1,1.0,143.0,143.0
132,1,0,60.0,2,1,2,30.0,1.0,3,19,21,0.0,0.0,4.0,0,0,1,0.0,0.0,0.066667,0.0,4.0,56.0,0.933333,0,1,4.0,56.0,1,0.933333,56.0,52.0
133,1,0,541.0,18,9,9,30.055556,2.0,22,0,21,196.0,27.0,154.0,8,4,5,0.362292,0.049908,0.284658,-169.0,-42.0,189.0,0.349353,8,11,18.0,164.0,1,0.303142,-32.0,10.0
134,1,0,16.0,2,1,2,8.0,1.0,8,0,7,15.0,1.0,0.0,1,1,0,0.9375,0.0625,0.0,-14.0,-15.0,15.0,0.9375,1,1,1.0,0.0,0,0.0,-15.0,0.0
135,1,0,344.0,8,4,6,43.0,1.333333,13,6,18,100.0,243.0,1.0,2,5,1,0.290698,0.706395,0.002907,143.0,-99.0,141.0,0.409884,3,3,3.0,0.0,0,0.0,-100.0,-1.0
136,1,0,352.0,9,6,6,39.111111,1.5,23,4,26,8.0,202.0,2.0,1,3,2,0.022727,0.573864,0.005682,194.0,-6.0,202.0,0.573864,2,3,4.0,140.0,3,0.397727,132.0,138.0
137,1,0,2.0,1,1,1,2.0,1.0,1,14,14,0.0,0.0,2.0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0.0,-2.0
138,1,0,192.0,9,5,5,21.333333,1.8,18,1,18,145.0,28.0,19.0,4,2,3,0.755208,0.145833,0.098958,-117.0,-126.0,108.0,0.5625,2,3,7.0,0.0,0,0.0,-145.0,-19.0
139,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
140,1,0,164.0,8,8,3,20.5,2.666667,10,16,25,0.0,0.0,33.0,0,0,4,0.0,0.0,0.20122,0.0,33.0,131.0,0.79878,3,3,3.0,131.0,4,0.79878,131.0,98.0
141,1,0,218.0,4,4,2,54.5,2.0,8,5,12,93.0,125.0,0.0,2,2,0,0.426606,0.573394,0.0,32.0,-93.0,125.0,0.573394,0,0,0.0,0.0,0,0.0,-93.0,0.0
142,1,0,1080.0,9,8,8,120.0,1.125,18,0,17,483.0,222.0,375.0,4,2,3,0.447222,0.205556,0.347222,-261.0,-108.0,200.0,0.185185,1,1,1.0,0.0,0,0.0,-483.0,-375.0
143,1,0,21.0,3,3,1,7.0,3.0,1,3,3,21.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-21.0,-21.0,21.0,1.0,1,1,1.0,0.0,0,0.0,-21.0,0.0
144,1,0,228.0,4,2,4,57.0,1.0,8,3,10,17.0,211.0,0.0,1,3,0,0.074561,0.925439,0.0,194.0,-17.0,81.0,0.355263,0,0,0.0,0.0,0,0.0,-17.0,0.0
145,1,0,398.0,4,1,3,99.5,1.333333,4,15,18,0.0,0.0,398.0,0,0,4,0.0,0.0,1.0,0.0,398.0,244.0,0.613065,0,0,0.0,0.0,0,0.0,0.0,-398.0
146,1,0,192.0,7,7,5,27.428571,1.4,20,2,21,64.0,2.0,125.0,1,1,4,0.333333,0.010417,0.651042,-62.0,61.0,97.0,0.505208,2,4,7.0,1.0,1,0.005208,-63.0,-124.0
147,1,0,164.0,4,3,3,41.0,1.333333,7,0,6,164.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-164.0,-164.0,79.0,0.481707,0,0,0.0,0.0,0,0.0,-164.0,0.0
148,1,0,326.0,7,4,3,46.571429,2.333333,15,3,17,217.0,26.0,83.0,2,2,3,0.665644,0.079755,0.254601,-191.0,-134.0,217.0,0.665644,0,0,0.0,0.0,0,0.0,-217.0,-83.0
149,1,0,153.0,1,1,1,153.0,1.0,1,27,27,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,153.0,1.0,0,0,0.0,153.0,1,1.0,153.0,153.0
150,1,0,567.0,12,5,5,47.25,2.4,21,0,20,307.0,129.0,131.0,5,4,3,0.541446,0.227513,0.231041,-178.0,-176.0,210.0,0.37037,2,2,2.0,0.0,0,0.0,-307.0,-131.0
151,1,0,352.0,7,5,3,50.285714,2.333333,7,2,8,349.0,3.0,0.0,6,1,0,0.991477,0.008523,0.0,-346.0,-349.0,196.0,0.556818,2,3,5.0,0.0,0,0.0,-349.0,0.0
152,1,0,210.0,3,3,2,70.0,1.5,12,10,21,0.0,106.0,0.0,0,2,0,0.0,0.504762,0.0,106.0,0.0,106.0,0.504762,0,0,0.0,104.0,1,0.495238,104.0,104.0
153,1,0,153.0,10,8,2,15.3,5.0,2,2,3,153.0,0.0,0.0,10,0,0,1.0,0.0,0.0,-153.0,-153.0,152.0,0.993464,6,8,10.0,0.0,0,0.0,-153.0,0.0
154,1,0,1158.0,22,16,9,52.636364,2.444444,21,0,20,269.0,758.0,131.0,5,15,2,0.232297,0.654577,0.113126,489.0,-138.0,436.0,0.376511,0,1,5.0,0.0,0,0.0,-269.0,-131.0
155,1,0,161.0,3,2,2,53.666667,1.5,16,2,17,6.0,0.0,155.0,1,0,2,0.037267,0.0,0.962733,-6.0,149.0,155.0,0.962733,0,0,0.0,0.0,0,0.0,-6.0,-155.0
156,1,0,597.0,8,3,5,74.625,1.6,17,1,17,189.0,100.0,308.0,3,2,3,0.316583,0.167504,0.515913,-89.0,119.0,201.0,0.336683,0,0,0.0,0.0,0,0.0,-189.0,-308.0
157,1,0,280.0,4,2,2,70.0,2.0,8,2,9,95.0,185.0,0.0,3,1,0,0.339286,0.660714,0.0,90.0,-95.0,185.0,0.660714,1,1,1.0,0.0,0,0.0,-95.0,0.0
158,1,0,214.0,6,4,3,35.666667,2.0,9,1,9,99.0,115.0,0.0,5,1,0,0.462617,0.537383,0.0,16.0,-99.0,115.0,0.537383,0,2,8.0,0.0,0,0.0,-99.0,0.0
159,1,0,309.0,9,8,6,34.333333,1.5,17,3,19,13.0,293.0,3.0,1,5,3,0.042071,0.94822,0.009709,280.0,-10.0,247.0,0.799353,5,5,5.0,0.0,0,0.0,-13.0,-3.0
160,1,0,402.0,15,13,4,26.8,3.75,16,1,16,2.0,296.0,104.0,1,5,9,0.004975,0.736318,0.258706,294.0,102.0,296.0,0.736318,5,9,18.0,0.0,0,0.0,-2.0,-104.0
161,1,0,51.0,6,6,3,8.5,2.0,16,5,20,38.0,12.0,1.0,4,1,1,0.745098,0.235294,0.019608,-26.0,-37.0,38.0,0.745098,3,3,3.0,0.0,0,0.0,-38.0,-1.0
162,1,0,298.0,8,5,3,37.25,2.666667,15,0,14,200.0,0.0,98.0,7,0,1,0.671141,0.0,0.328859,-200.0,-102.0,105.0,0.352349,4,4,4.0,0.0,0,0.0,-200.0,-98.0
163,1,0,1049.0,18,12,7,58.277778,2.571429,24,4,27,271.0,290.0,96.0,2,7,2,0.258341,0.276454,0.091516,19.0,-175.0,271.0,0.258341,1,2,4.0,392.0,7,0.373689,121.0,296.0
164,1,0,701.0,14,11,6,50.071429,2.333333,16,3,18,194.0,324.0,183.0,3,7,4,0.276748,0.462197,0.261056,130.0,-11.0,212.0,0.302425,3,7,14.0,0.0,0,0.0,-194.0,-183.0
165,1,0,47.0,8,7,5,5.875,1.6,15,1,15,28.0,4.0,15.0,3,1,4,0.595745,0.085106,0.319149,-24.0,-13.0,20.0,0.425532,1,5,17.0,0.0,0,0.0,-28.0,-15.0
166,1,0,363.0,5,3,4,72.6,1.25,9,4,12,1.0,362.0,0.0,1,4,0,0.002755,0.997245,0.0,361.0,-1.0,203.0,0.559229,1,1,1.0,0.0,0,0.0,-1.0,0.0
167,1,0,56.0,4,2,2,14.0,2.0,9,0,8,1.0,55.0,0.0,1,3,0,0.017857,0.982143,0.0,54.0,-1.0,55.0,0.982143,2,2,2.0,0.0,0,0.0,-1.0,0.0
168,1,0,1.0,1,1,1,1.0,1.0,1,7,7,0.0,1.0,0.0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0.0,0.0
169,1,0,1218.0,22,15,10,55.363636,2.2,19,4,22,771.0,400.0,1.0,14,5,1,0.633005,0.328407,0.000821,-371.0,-770.0,429.0,0.352217,1,3,9.0,46.0,2,0.037767,-725.0,45.0
170,1,0,167.0,2,2,2,83.5,1.0,4,16,19,0.0,0.0,167.0,0,0,2,0.0,0.0,1.0,0.0,167.0,84.0,0.502994,0,0,0.0,0.0,0,0.0,0.0,-167.0
171,1,0,667.0,9,7,8,74.111111,1.125,19,3,21,176.0,181.0,166.0,4,2,2,0.263868,0.271364,0.248876,5.0,-10.0,144.0,0.215892,0,0,0.0,144.0,1,0.215892,-32.0,-22.0
172,1,0,2.0,2,2,2,1.0,1.0,17,5,21,1.0,0.0,0.0,1,0,0,0.5,0.0,0.0,-1.0,-1.0,1.0,0.5,2,2,2.0,1.0,1,0.5,0.0,1.0
173,1,0,76.0,2,2,1,38.0,2.0,1,6,6,76.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-76.0,-76.0,76.0,1.0,1,1,1.0,0.0,0,0.0,-76.0,0.0
174,1,0,1248.0,28,20,14,44.571429,2.0,21,1,21,616.0,426.0,205.0,12,8,7,0.49359,0.341346,0.164263,-190.0,-411.0,231.0,0.185096,6,13,23.0,1.0,1,0.000801,-615.0,-204.0
175,1,0,292.0,4,4,2,73.0,2.0,4,2,5,292.0,0.0,0.0,4,0,0,1.0,0.0,0.0,-292.0,-292.0,194.0,0.664384,0,0,0.0,0.0,0,0.0,-292.0,0.0
176,1,0,135.0,5,5,1,27.0,5.0,1,7,7,0.0,135.0,0.0,0,5,0,0.0,1.0,0.0,135.0,0.0,135.0,1.0,2,2,2.0,0.0,0,0.0,0.0,0.0
177,1,0,274.0,4,4,3,68.5,1.333333,17,1,17,86.0,0.0,188.0,1,0,3,0.313869,0.0,0.686131,-86.0,102.0,161.0,0.587591,0,1,2.0,0.0,0,0.0,-86.0,-188.0
178,1,0,216.0,22,12,8,9.818182,2.75,25,1,25,205.0,3.0,6.0,11,3,6,0.949074,0.013889,0.027778,-202.0,-199.0,196.0,0.907407,20,20,20.0,2.0,2,0.009259,-203.0,-4.0
179,1,0,175.0,11,5,7,15.909091,1.571429,17,3,19,81.0,51.0,43.0,5,3,3,0.462857,0.291429,0.245714,-30.0,-38.0,51.0,0.291429,0,3,11.0,0.0,0,0.0,-81.0,-43.0
180,1,0,1247.0,13,10,6,95.923077,2.166667,6,6,11,137.0,1110.0,0.0,1,12,0,0.109864,0.890136,0.0,973.0,-137.0,265.0,0.21251,1,1,1.0,0.0,0,0.0,-137.0,0.0
181,1,0,46.0,2,1,1,23.0,2.0,1,20,20,0.0,0.0,46.0,0,0,2,0.0,0.0,1.0,0.0,46.0,46.0,1.0,1,1,1.0,0.0,0,0.0,0.0,-46.0
182,1,0,705.0,14,7,7,50.357143,2.0,22,1,22,362.0,124.0,141.0,8,4,1,0.513475,0.175887,0.2,-238.0,-221.0,288.0,0.408511,1,3,9.0,78.0,1,0.110638,-284.0,-63.0
183,1,0,1.0,1,1,1,1.0,1.0,1,6,6,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
184,1,0,207.0,2,2,2,103.5,1.0,15,5,19,89.0,0.0,118.0,1,0,1,0.429952,0.0,0.570048,-89.0,29.0,118.0,0.570048,0,0,0.0,0.0,0,0.0,-89.0,-118.0
185,1,0,1222.0,12,7,6,101.833333,2.0,21,0,20,199.0,642.0,381.0,2,6,4,0.162848,0.525368,0.311784,443.0,182.0,435.0,0.355974,1,1,1.0,0.0,0,0.0,-199.0,-381.0
186,1,0,207.0,13,10,6,15.923077,2.166667,15,5,19,68.0,137.0,2.0,3,8,2,0.328502,0.661836,0.009662,69.0,-66.0,69.0,0.333333,4,7,10.0,0.0,0,0.0,-68.0,-2.0
187,1,0,477.0,8,6,6,59.625,1.333333,18,0,17,243.0,125.0,109.0,4,1,3,0.509434,0.262055,0.228512,-118.0,-134.0,145.0,0.303983,1,1,1.0,0.0,0,0.0,-243.0,-109.0
188,1,0,270.0,6,3,3,45.0,2.0,15,5,19,118.0,0.0,152.0,1,0,5,0.437037,0.0,0.562963,-118.0,34.0,128.0,0.474074,1,2,3.0,0.0,0,0.0,-118.0,-152.0
189,1,0,1186.0,10,8,7,118.6,1.428571,17,5,21,59.0,631.0,352.0,1,6,2,0.049747,0.53204,0.296796,572.0,293.0,298.0,0.251265,0,1,4.0,144.0,1,0.121417,85.0,-208.0
190,1,0,369.0,7,3,5,52.714286,1.4,9,7,15,0.0,257.0,112.0,0,3,4,0.0,0.696477,0.303523,257.0,112.0,112.0,0.303523,0,1,2.0,0.0,0,0.0,0.0,-112.0
191,1,0,234.0,3,1,2,78.0,1.5,3,18,20,0.0,0.0,234.0,0,0,3,0.0,0.0,1.0,0.0,234.0,123.0,0.525641,1,1,1.0,0.0,0,0.0,0.0,-234.0
192,1,0,165.0,6,3,4,27.5,1.5,19,2,20,1.0,63.0,101.0,1,2,3,0.006061,0.381818,0.612121,62.0,100.0,99.0,0.6,3,4,5.0,0.0,0,0.0,-1.0,-101.0
193,1,0,228.0,8,6,4,28.5,2.0,12,3,14,25.0,136.0,67.0,1,6,1,0.109649,0.596491,0.29386,111.0,42.0,82.0,0.359649,4,4,4.0,0.0,0,0.0,-25.0,-67.0
194,1,0,119.0,1,1,1,119.0,1.0,1,13,13,0.0,119.0,0.0,0,1,0,0.0,1.0,0.0,119.0,0.0,119.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
195,1,0,424.0,5,5,4,84.8,1.25,22,1,22,100.0,108.0,115.0,1,1,1,0.235849,0.254717,0.271226,8.0,15.0,115.0,0.271226,0,0,0.0,101.0,2,0.238208,1.0,-14.0
196,1,0,608.0,9,9,6,67.555556,1.5,21,0,20,583.0,0.0,25.0,7,0,2,0.958882,0.0,0.041118,-583.0,-558.0,168.0,0.276316,0,0,0.0,0.0,0,0.0,-583.0,-25.0
197,1,0,187.0,5,3,3,37.4,1.666667,8,3,10,173.0,14.0,0.0,4,1,0,0.925134,0.074866,0.0,-159.0,-173.0,88.0,0.470588,0,1,2.0,0.0,0,0.0,-173.0,0.0
198,1,0,196.0,3,2,3,65.333333,1.0,17,0,16,126.0,0.0,70.0,1,0,2,0.642857,0.0,0.357143,-126.0,-56.0,126.0,0.642857,0,0,0.0,0.0,0,0.0,-126.0,-70.0
199,1,0,497.0,8,7,3,62.125,2.666667,19,3,21,330.0,0.0,8.0,3,0,2,0.663984,0.0,0.016097,-330.0,-322.0,330.0,0.663984,2,2,2.0,159.0,3,0.31992,-171.0,151.0
200,1,0,963.0,9,8,7,107.0,1.285714,20,2,21,467.0,147.0,149.0,5,2,1,0.484943,0.152648,0.154725,-320.0,-318.0,200.0,0.207684,0,0,0.0,200.0,1,0.207684,-267.0,51.0
201,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
202,1,0,448.0,7,4,5,64.0,1.4,21,0,20,158.0,0.0,290.0,3,0,4,0.352679,0.0,0.647321,-158.0,132.0,143.0,0.319196,0,0,0.0,0.0,0,0.0,-158.0,-290.0
203,1,0,111.0,11,9,5,10.090909,2.2,14,2,15,37.0,5.0,69.0,2,5,4,0.333333,0.045045,0.621622,-32.0,32.0,54.0,0.486486,7,8,10.0,0.0,0,0.0,-37.0,-69.0
204,1,0,125.0,6,3,4,20.833333,1.5,8,5,12,52.0,73.0,0.0,3,3,0,0.416,0.584,0.0,21.0,-52.0,59.0,0.472,1,2,5.0,0.0,0,0.0,-52.0,0.0
205,1,0,386.0,10,6,6,38.6,1.666667,21,0,20,141.0,86.0,159.0,2,6,2,0.365285,0.222798,0.411917,-55.0,18.0,119.0,0.30829,3,5,8.0,0.0,0,0.0,-141.0,-159.0
206,1,0,178.0,6,6,4,29.666667,1.5,16,4,19,5.0,134.0,39.0,2,3,1,0.02809,0.752809,0.219101,129.0,34.0,133.0,0.747191,2,3,6.0,0.0,0,0.0,-5.0,-39.0
207,1,0,286.0,8,5,4,35.75,2.0,23,5,27,32.0,147.0,0.0,1,2,0,0.111888,0.513986,0.0,115.0,-32.0,147.0,0.513986,4,4,4.0,107.0,5,0.374126,75.0,107.0
208,1,0,751.0,17,9,8,44.176471,2.125,20,0,19,729.0,1.0,21.0,14,1,2,0.970706,0.001332,0.027963,-728.0,-708.0,306.0,0.407457,5,7,10.0,0.0,0,0.0,-729.0,-21.0
209,1,0,1146.0,24,19,6,47.75,4.0,16,4,19,98.0,815.0,233.0,1,17,6,0.085515,0.711169,0.203316,717.0,135.0,472.0,0.411867,4,5,9.0,0.0,0,0.0,-98.0,-233.0
210,1,0,152.0,9,9,6,16.888889,1.5,19,1,19,51.0,43.0,58.0,3,3,3,0.335526,0.282895,0.381579,-8.0,7.0,45.0,0.296053,0,1,5.0,0.0,0,0.0,-51.0,-58.0
211,1,0,145.0,10,8,3,14.5,3.333333,3,8,10,0.0,145.0,0.0,0,10,0,0.0,1.0,0.0,145.0,0.0,96.0,0.662069,4,8,12.0,0.0,0,0.0,0.0,0.0
212,1,0,514.0,6,6,5,85.666667,1.2,11,8,18,0.0,274.0,240.0,0,3,3,0.0,0.533074,0.466926,274.0,240.0,139.0,0.270428,1,1,1.0,0.0,0,0.0,0.0,-240.0
213,1,0,7.0,1,1,1,7.0,1.0,1,17,17,0.0,0.0,7.0,0,0,1,0.0,0.0,1.0,0.0,7.0,7.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-7.0
214,1,0,644.0,12,5,8,53.666667,1.5,22,0,21,197.0,3.0,341.0,3,1,7,0.305901,0.004658,0.529503,-194.0,144.0,204.0,0.31677,3,4,6.0,103.0,1,0.159938,-94.0,-238.0
215,1,0,241.0,9,4,3,26.777778,3.0,6,16,21,0.0,0.0,123.0,0,0,6,0.0,0.0,0.510373,0.0,123.0,118.0,0.489627,2,2,2.0,118.0,3,0.489627,118.0,-5.0
216,1,0,212.0,10,6,5,21.2,2.0,15,1,15,40.0,164.0,8.0,5,3,2,0.188679,0.773585,0.037736,124.0,-32.0,118.0,0.556604,4,4,4.0,0.0,0,0.0,-40.0,-8.0
217,1,0,6.0,3,3,3,2.0,1.0,3,4,6,6.0,0.0,0.0,3,0,0,1.0,0.0,0.0,-6.0,-6.0,4.0,0.666667,2,3,6.0,0.0,0,0.0,-6.0,0.0
218,1,0,214.0,4,3,4,53.5,1.0,16,4,19,46.0,89.0,79.0,2,1,1,0.214953,0.415888,0.369159,43.0,33.0,89.0,0.415888,1,1,1.0,0.0,0,0.0,-46.0,-79.0
219,1,0,245.0,9,6,3,27.222222,3.0,14,5,18,244.0,0.0,1.0,8,0,1,0.995918,0.0,0.004082,-244.0,-243.0,125.0,0.510204,4,6,9.0,0.0,0,0.0,-244.0,-1.0
220,1,0,392.0,7,3,7,56.0,1.0,18,2,19,1.0,110.0,281.0,1,1,5,0.002551,0.280612,0.716837,109.0,280.0,110.0,0.280612,1,1,1.0,0.0,0,0.0,-1.0,-281.0
221,1,0,271.0,6,2,3,45.166667,2.0,14,3,16,144.0,0.0,127.0,2,0,4,0.531365,0.0,0.468635,-144.0,-17.0,144.0,0.531365,0,2,4.0,0.0,0,0.0,-144.0,-127.0
222,1,0,1.0,1,1,1,1.0,1.0,1,1,1,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,-1.0,0.0
223,1,0,19.0,2,2,1,9.5,2.0,1,0,0,19.0,0.0,0.0,2,0,0,1.0,0.0,0.0,-19.0,-19.0,19.0,1.0,0,1,2.0,0.0,0,0.0,-19.0,0.0
224,1,0,289.0,4,3,4,72.25,1.0,10,6,15,96.0,60.0,133.0,1,1,2,0.33218,0.207612,0.460208,-36.0,37.0,129.0,0.446367,0,1,4.0,0.0,0,0.0,-96.0,-133.0
225,1,0,3.0,3,3,2,1.0,1.5,12,10,21,0.0,1.0,0.0,0,1,0,0.0,0.333333,0.0,1.0,0.0,2.0,0.666667,3,3,3.0,2.0,2,0.666667,2.0,2.0
226,1,0,218.0,9,5,8,24.222222,1.125,20,2,21,13.0,159.0,39.0,1,3,4,0.059633,0.729358,0.178899,146.0,26.0,116.0,0.53211,0,2,10.0,7.0,1,0.03211,-6.0,-32.0
227,0,1,0.0,0,0,0,0,0,0,,,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0
228,1,0,61.0,1,1,1,61.0,1.0,1,9,9,0.0,61.0,0.0,0,1,0,0.0,1.0,0.0,61.0,0.0,61.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
229,1,0,888.0,13,9,6,68.307692,2.166667,22,0,21,91.0,389.0,275.0,2,4,5,0.102477,0.438063,0.309685,298.0,184.0,258.0,0.290541,1,2,5.0,133.0,2,0.149775,42.0,-142.0
230,1,0,123.0,5,3,3,24.6,1.666667,16,3,18,81.0,0.0,42.0,2,0,3,0.658537,0.0,0.341463,-81.0,-39.0,81.0,0.658537,2,3,4.0,0.0,0,0.0,-81.0,-42.0
231,1,0,92.0,1,1,1,92.0,1.0,1,13,13,0.0,92.0,0.0,0,1,0,0.0,1.0,0.0,92.0,0.0,92.0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0
232,1,0,708.0,21,11,10,33.714286,2.1,23,5,27,127.0,148.0,250.0,6,4,6,0.179379,0.20904,0.353107,21.0,123.0,153.0,0.216102,9,9,9.0,183.0,5,0.258475,56.0,-67.0
233,1,0,274.0,4,3,4,68.5,1.0,12,2,13,229.0,45.0,0.0,2,2,0,0.835766,0.164234,0.0,-184.0,-229.0,126.0,0.459854,0,1,2.0,0.0,0,0.0,-229.0,0.0
234,1,0,287.0,5,5,3,57.4,1.666667,15,5,19,122.0,1.0,164.0,2,1,2,0.425087,0.003484,0.571429,-121.0,42.0,164.0,0.571429,1,1,1.0,0.0,0,0.0,-122.0,-164.0
235,1,0,65.0,33,15,9,1.969697,3.666667,16,4,19,26.0,38.0,1.0,14,18,1,0.4,0.584615,0.015385,12.0,-25.0,22.0,0.338462,22,32,59.0,0.0,0,0.0,-26.0,-1.0
236,1,0,111.0,2,1,1,55.5,2.0,1,24,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,0,1,2.0,111.0,2,1.0,111.0,111.0
237,1,0,28.0,1,1,1,28.0,1.0,1,1,1,28.0,0.0,0.0,1,0,0,1.0,0.0,0.0,-28.0,-28.0,28.0,1.0,0,0,0.0,0.0,0,0.0,-28.0,0.0
238,1,0,117.0,2,2,2,58.5,1.0,7,1,7,1.0,116.0,0.0,1,1,0,0.008547,0.991453,0.0,115.0,-1.0,116.0,0.991453,1,1,1.0,0.0,0,0.0,-1.0,0.0
239,1,0,169.0,2,2,2,84.5,1.0,11,3,13,124.0,45.0,0.0,1,1,0,0.733728,0.266272,0.0,-79.0,-124.0,124.0,0.733728,0,0,0.0,0.0,0,0.0,-124.0,0.0
240,1,0,83.0,1,1,1,83.0,1.0,1,16,16,0.0,0.0,83.0,0,0,1,0.0,0.0,1.0,0.0,83.0,83.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-83.0
241,1,0,400.0,11,6,5,36.363636,2.2,12,2,13,63.0,337.0,0.0,4,7,0,0.1575,0.8425,0.0,274.0,-63.0,214.0,0.535,2,4,6.0,0.0,0,0.0,-63.0,0.0
242,1,0,742.0,15,7,6,49.466667,2.5,27,1,27,102.0,214.0,264.0,2,3,3,0.137466,0.28841,0.355795,112.0,162.0,264.0,0.355795,4,6,8.0,162.0,7,0.218329,60.0,-102.0
243,1,0,24.0,1,1,1,24.0,1.0,1,22,22,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0,0,0.0,24.0,1,1.0,24.0,24.0
244,1,0,236.0,8,5,3,29.5,2.666667,17,2,18,77.0,0.0,159.0,3,0,5,0.326271,0.0,0.673729,-77.0,82.0,159.0,0.673729,3,4,7.0,0.0,0,0.0,-77.0,-159.0
245,1,0,53.0,1,1,1,53.0,1.0,1,20,20,0.0,0.0,53.0,0,0,1,0.0,0.0,1.0,0.0,53.0,53.0,1.0,0,0,0.0,0.0,0,0.0,0.0,-53.0
246,1,0,1283.0,17,12,8,75.470588,2.125,16,7,22,0.0,617.0,63.0,0,8,4,0.0,0.480904,0.049104,617.0,63.0,403.0,0.314108,0,0,0.0,603.0,5,0.469992,603.0,540.0
247,1,0,65.0,3,3,2,21.666667,1.5,8,9,16,0.0,2.0,63.0,0,1,2,0.0,0.030769,0.969231,2.0,63.0,63.0,0.969231,1,2,3.0,0.0,0,0.0,0.0,-63.0
248,1,0,249.0,4,4,2,62.25,2.0,10,11,20,0.0,166.0,83.0,0,3,1,0.0,0.666667,0.333333,166.0,83.0,166.0,0.666667,0,1,4.0,0.0,0,0.0,0.0,-83.0
249,1,0,649.0,7,6,6,92.714286,1.166667,16,2,17,280.0,45.0,324.0,2,1,4,0.431433,0.069337,0.49923,-235.0,44.0,169.0,0.260401,0,0,0.0,0.0,0,0.0,-280.0,-324.0
